battery_id,cycle_number,timestamp,ambient_temperature,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,temperature_mean,temperature_std,temperature_rise_rate,current_load_mean,capacity,source_type,initial_capacity,capacity_ratio,eol_cycle,RUL,health_score,status
B0005,1,2008-04-02T15:25:41.593000,24.0,3.5298286688693397,0.2359570706808563,2.612467347907089,4.191491807505295,-1.8187019641679727,0.593546181674474,32.572328114029,3.4869204762216834,0.011952936102017565,-1.8055695431472079,1.8564874208181574,nasa_discharge,1.8564874208181574,1.0,101,100,100.0,good
B0005,2,2008-04-02T19:43:48.406000,24.0,3.5373201277859714,0.23476492928592219,2.587208728940726,4.189773213846608,-1.8175598506612867,0.5951796218062511,32.72523522519307,3.4267342264664666,0.01154544542860403,-1.8045826530612243,1.846327249719927,nasa_discharge,1.8564874208181574,0.9945272071416714,101,99,99.45272071416714,good
B0005,3,2008-04-03T00:01:06.687000,24.0,3.5437367282719,0.22752543549673088,2.6519168938437794,4.188186735991303,-1.8164865418840956,0.5964980204475099,32.64286193755933,3.379475042762775,0.010787843614852254,-1.8035753846153844,1.8353491942234077,nasa_discharge,1.8564874208181574,0.9886138595081705,101,98,98.86138595081705,good
B0005,4,2008-04-03T04:16:37.375000,24.0,3.5436661072601456,0.23274431724182537,2.592947964776547,4.188461118855572,-1.8255891938692528,0.5834624841611844,32.51487646204882,3.3865437316993527,0.011759918582081273,-1.8128628865979384,1.8352625275821128,nasa_discharge,1.8564874208181574,0.9885671763794173,101,97,98.85671763794173,good
B0005,5,2008-04-03T08:33:25.703000,24.0,3.5423432526672167,0.2366885716567803,2.547419651124539,4.188298524761055,-1.8261139590277586,0.5834685498827803,32.38234901543077,3.3958806914600226,0.01185197733781971,-1.8128762886597938,1.8346455082120419,nasa_discharge,1.8564874208181574,0.9882348178817771,101,96,98.82348178817772,good
B0005,6,2008-04-03T12:55:10.687000,24.0,3.5413347346347575,0.23931625998293235,2.5209480504077413,4.188815807948604,-1.8168108743168803,0.5967015706365189,32.43418218230641,3.4173255675455376,0.012100998909162356,-1.80365641025641,1.8356616600675495,nasa_discharge,1.8564874208181574,0.9887821697485943,101,95,98.87821697485944,good
B0005,7,2008-04-03T17:17:16.015000,24.0,3.5410250495075215,0.2425153341196382,2.487927319492314,4.18839163793879,-1.816791144707133,0.5964919190059063,32.480416444757985,3.419542558294876,0.01272602811930094,-1.8036205128205127,1.8351461429226603,nasa_discharge,1.8564874208181574,0.9885044855913476,101,94,98.85044855913476,good
B0005,8,2008-04-03T21:28:14.718000,24.0,3.554133296801584,0.22731251096165395,2.6652049047458775,4.188927891511958,-1.8443412120754061,0.5573831672048897,32.41046186109587,3.3516161723228617,0.010910631783386249,-1.8308837696335079,1.8257567905665537,nasa_discharge,1.8564874208181574,0.9834468955151549,101,93,98.34468955151549,good
B0005,9,2008-04-04T01:38:15.218000,24.0,3.5529355991467955,0.2324538495076242,2.6038584726333673,4.189029250882121,-1.853972745505648,0.5424840616663397,32.3461408313,3.3724043396197616,0.010620094838990202,-1.8405052631578949,1.8247738529891333,nasa_discharge,1.8564874208181574,0.9829174345738104,101,92,98.29174345738105,good
B0005,10,2008-04-04T05:48:08.609000,24.0,3.5512057319376997,0.23672870147542147,2.552853984885676,4.189223427076418,-1.8535899338510957,0.5423346882876612,32.27679750791685,3.384318782535614,0.010807047079809817,-1.8404957894736844,1.824613268496936,nasa_discharge,1.8564874208181574,0.982830935473199,101,91,98.2830935473199,good
B0005,11,2008-04-04T09:57:19.765000,24.0,3.549292319740949,0.2430973444996006,2.4724483018527317,4.188916055911241,-1.863380178294828,0.5267409991401001,32.15709350345252,3.4192563180601603,0.012646934403878035,-1.8502624338624338,1.8246195526864504,nasa_discharge,1.8564874208181574,0.9828343204622076,101,90,98.28343204622077,good
B0005,12,2008-04-04T17:56:27.609000,24.0,3.559759220648976,0.22886185175957943,2.64956413267546,4.189876247266316,-1.872968810287894,0.5116979707844124,32.36407129853099,3.3635991447660745,0.01025229069723878,-1.8593454545454546,1.8142019357673917,nasa_discharge,1.8564874208181574,0.9772228539894279,101,89,97.72228539894279,good
B0005,13,2008-04-04T22:01:54.671000,24.0,3.558081969139198,0.23460775776275253,2.5724981777366227,4.189286794768804,-1.8826095043160833,0.4942824152307196,32.3181954403762,3.3739283176724415,0.011878108857356047,-1.8693247311827959,1.8137521577549054,nasa_discharge,1.8564874208181574,0.9769805803238794,101,88,97.69805803238793,good
B0005,14,2008-04-05T02:20:26.703000,24.0,3.555692244172496,0.237911318298918,2.5249886697730286,4.188837765892728,-1.882536787636365,0.49428703573729343,32.15709029211502,3.426023279669047,0.012389055753896223,-1.8693247311827959,1.8134404914735822,nasa_discharge,1.8564874208181574,0.9768127007692816,101,87,97.68127007692816,good
B0005,15,2008-04-05T06:25:01.890000,24.0,3.562746818017503,0.22392608690207388,2.694621861688723,4.189110301768517,-1.8817935155260215,0.49541451927035984,32.04407000314609,3.360458061989185,0.010238971131207322,-1.868625945945946,1.8025980036306504,nasa_discharge,1.8564874208181574,0.9709723768751647,101,86,97.09723768751647,good
B0005,16,2008-04-05T10:30:32.312000,24.0,3.5614521756489204,0.22796979172772144,2.64010141737067,4.18921207304098,-1.8921861285036712,0.4770160473926998,31.931593674911532,3.385244667118977,0.010904683835437416,-1.8787804347826087,1.80210690024615,nasa_discharge,1.8564874208181574,0.9707078432300706,101,85,97.07078432300706,good
